,review,rating,Positive,Negative,Neutral,Output,Character Counts,Word Counts
6597,tnx team,4,0.677,0.0,0.323,Unhappy,8,2
6598,ok,5,1.0,0.0,0.0,Happy,2,1
6599,good qualitynew stock,5,0.592,0.0,0.408,Happy,21,3
6600,onlin purchas yonex mavi  good qualiti purchas ,1,0.326,0.0,0.674,Unhappy,47,7
6601,nice qualoti,1,0.737,0.0,0.263,Unhappy,12,2
6602,authent product new stock great price  bought  ,5,0.406,0.0,0.594,Happy,47,7
6603,nice,5,1.0,0.0,0.0,Happy,4,1
6604,item goodbut ekart servic bad,1,0.0,0.467,0.533,Unhappy,29,5
6605,poor qualiti materi,1,0.0,0.608,0.392,Unhappy,19,3
6606,excel iob,5,0.75,0.0,0.25,Happy,9,2
6607,pack pathet complet damagedbox broken slight damag cork never expect flipkart,3,0.0,0.237,0.763,Unhappy,77,11
6608,know even write review everyon probabl know  best,5,0.375,0.0,0.625,Happy,49,8
6609,good product,5,0.744,0.0,0.256,Happy,12,2
6610,replac came bit late perfect shuttl perfect price,5,0.552,0.0,0.448,Happy,49,8
6611,prompt deliveri product expect,5,0.0,0.0,1.0,Happy,30,4
6612,excel badminton court especi  beginn,5,0.429,0.0,0.571,Happy,36,5
6613,good product,5,0.744,0.0,0.256,Happy,12,2
6614,good,5,1.0,0.0,0.0,Happy,4,1
6615,superb nice,5,1.0,0.0,0.0,Happy,11,2
6616,nice,3,1.0,0.0,0.0,Unhappy,4,1
6617,deliveri bad product good,4,0.345,0.417,0.238,Unhappy,25,4
6618,nice,5,1.0,0.0,0.0,Happy,4,1
6619,good,5,1.0,0.0,0.0,Happy,4,1
6620,origin,5,0.0,0.0,1.0,Happy,6,1
6621,low qualiti,1,0.0,0.677,0.323,Unhappy,11,2
6622,great,4,1.0,0.0,0.0,Unhappy,5,1
6623,shuttl look genuin suuuperrrrr slow cannot play realli disappoint,1,0.2,0.18,0.62,Unhappy,65,9
6624,bad qualiti shuttleand pathet pack,5,0.0,0.467,0.533,Happy,34,5
6625,deliveri superproduct good,5,0.592,0.0,0.408,Happy,26,3
6626,amaz,5,0.0,0.0,1.0,Happy,4,1
6627,one tow damag,3,0.0,0.0,1.0,Unhappy,13,3
6628,thank,4,1.0,0.0,0.0,Unhappy,5,1
6629,best buy good qualiti shuttl con,5,0.64,0.0,0.36,Happy,32,6
6630,bad qualiti,1,0.0,0.778,0.222,Unhappy,11,2
6631,good qualiti,5,0.744,0.0,0.256,Happy,12,2
6632,much delay deliveri product genuin,5,0.0,0.365,0.635,Happy,34,5
6633,nice shuttl,5,0.737,0.0,0.263,Happy,11,2
6634,perfect,5,1.0,0.0,0.0,Happy,7,1
6635,shuttl good condit,5,0.592,0.0,0.408,Happy,18,3
6636,good,3,1.0,0.0,0.0,Unhappy,4,1
6637,nice product speedi deliveri,5,0.483,0.0,0.517,Happy,28,4
6638,nice,5,1.0,0.0,0.0,Happy,4,1
6639,box got crush cardboard box pleas pack thin cardboard box instead pack plastic cover along bubbl sheet wrap around box way shuttl get damag slight shapeth shuttll perform next time order shuttl expect proper deliveri without damag els return,1,0.0,0.04,0.96,Unhappy,241,39
6640, shuttl   good   bad,3,0.392,0.473,0.135,Unhappy,20,3
6641,nice product,5,0.737,0.0,0.263,Happy,12,2
6642,good qualiti,5,0.744,0.0,0.256,Happy,12,2
6643,nice product flipkart,5,0.583,0.0,0.417,Happy,21,3
6644,good,1,1.0,0.0,0.0,Unhappy,4,1
6645,origin check yonex websit definit lower price nearbi shop,5,0.0,0.216,0.784,Happy,57,9
6646,superb product deliv expect date,5,0.506,0.0,0.494,Happy,32,5
6647,regular user product happi bought deal,5,0.0,0.0,1.0,Happy,38,6
6648,good slow shuttl speed like pro shuttl balanc  durablego,4,0.435,0.0,0.565,Unhappy,56,9
6649,good,4,1.0,0.0,0.0,Unhappy,4,1
6650,qualiti good,5,0.744,0.0,0.256,Happy,12,2
6651,bad qualiti,1,0.0,0.778,0.222,Unhappy,11,2
6652,genuin  correct flight outdoor condit,5,0.0,0.0,1.0,Happy,37,5
6653,nice shuttl,5,0.737,0.0,0.263,Happy,11,2
6654,awesom product,5,0.0,0.0,1.0,Happy,14,2
6655,good product,5,0.744,0.0,0.256,Happy,12,2
6656,genuin product,5,0.0,0.0,1.0,Happy,14,2
6657,qualiti good enough,1,0.592,0.0,0.408,Unhappy,19,3
6658,best shuttl everi talent group,5,0.7,0.0,0.3,Happy,30,5
6659,alway preffer mavi  slow indoor court best one ,5,0.375,0.0,0.625,Happy,47,8
6660,good,5,1.0,0.0,0.0,Happy,4,1
6661,expect nice qualiti quantiti,5,0.483,0.0,0.517,Happy,28,4
6662,useablegood,4,0.0,0.0,1.0,Unhappy,11,1
6663,product good condit receiv time also behaviour sale polit,5,0.266,0.0,0.734,Happy,57,9
6664,good fast shuttlelast long,4,0.492,0.0,0.508,Unhappy,26,4
6665,good,5,1.0,0.0,0.0,Happy,4,1
6666,nice shuttl although get bit fast shot,4,0.318,0.0,0.682,Unhappy,38,7
6667,ontim deliveri,5,0.0,0.0,1.0,Happy,14,2
6668,nice,5,1.0,0.0,0.0,Happy,4,1
6669,daili practic best shuttl satisfi,5,0.512,0.0,0.488,Happy,33,5
6670,nice shuttl compar shuttl good,5,0.655,0.0,0.345,Happy,30,5
6671,great price  good qualiti,5,0.778,0.0,0.222,Happy,25,4
6672,good  use one last long littl experienc find slow cork littl awkward,4,0.2,0.11,0.69,Unhappy,68,12
6673,flirti qualiti corck,1,0.0,0.0,1.0,Unhappy,20,3
6674,worst qualiti play   game cork hover,1,0.229,0.39,0.381,Unhappy,36,6
6675,product good worst custom servic took  week deliv,2,0.223,0.315,0.462,Unhappy,49,8
6676,counterfeit product,1,0.0,0.0,1.0,Unhappy,19,2
6677,poor qualiti,1,0.0,0.756,0.244,Unhappy,12,2
6678,long lastingnic onegood smashegood qualiti,5,0.0,0.0,1.0,Happy,42,5
6679,long durabl  superb shuttl,5,0.577,0.0,0.423,Happy,26,4
6680,bad,4,0.0,1.0,0.0,Unhappy,3,1
6681,slow better,5,0.744,0.0,0.256,Happy,11,2
6682,qualiti good,3,0.744,0.0,0.256,Unhappy,12,2
6683,shuttl box tamper shuttl,2,0.0,0.0,1.0,Unhappy,24,4
6684,happi,5,0.0,0.0,1.0,Happy,5,1
6685,old,1,0.0,0.0,1.0,Unhappy,3,1
6686,worth buy last two day two hour play,5,0.417,0.0,0.583,Happy,36,8
6687,good valu money,5,0.592,0.0,0.408,Happy,15,3
6688,good product long last,5,0.492,0.0,0.508,Happy,22,4
6689,good nice qualiti use price,5,0.655,0.0,0.345,Happy,27,5
6690,super excel product best price also origin verifi,5,0.689,0.0,0.311,Happy,49,8
6691,avail cheaper local sport shop,5,0.0,0.0,1.0,Happy,30,5
6692,super,5,1.0,0.0,0.0,Happy,5,1
6693,nice,5,1.0,0.0,0.0,Happy,4,1
6694,nice product,5,0.737,0.0,0.263,Happy,12,2
6695,worth money,5,0.655,0.0,0.345,Happy,11,2
6696,good,5,1.0,0.0,0.0,Happy,4,1
6697,good,2,1.0,0.0,0.0,Unhappy,4,1
6698,product awesom got deliveri  day,5,0.0,0.0,1.0,Happy,32,5
6699,good cualiti,5,0.744,0.0,0.256,Happy,12,2
6700,good,5,1.0,0.0,0.0,Happy,4,1
6701,yonex  upto mark,5,0.0,0.0,1.0,Happy,16,3
6702,best shuttl,5,0.808,0.0,0.192,Happy,11,2
6703,excel product,5,0.75,0.0,0.25,Happy,13,2
6704,qualiti good,3,0.744,0.0,0.256,Unhappy,12,2
6705,good,3,1.0,0.0,0.0,Unhappy,4,1
6706,good proddect,5,0.744,0.0,0.256,Happy,13,2
6707,realli niceveri durabl nice qualiti al well perfect practic profession regular use,5,0.489,0.0,0.511,Happy,82,12
6708,good,3,1.0,0.0,0.0,Unhappy,4,1
6709,goood,5,0.0,0.0,1.0,Happy,5,1
6710,amaz,5,0.0,0.0,1.0,Happy,4,1
6711,bad,4,0.0,1.0,0.0,Unhappy,3,1
6712,qualiti product poor green cap recommend slow fast play,3,0.35,0.221,0.429,Unhappy,55,9
6713,super,5,1.0,0.0,0.0,Happy,5,1
6714,nice one,4,0.737,0.0,0.263,Unhappy,8,2
6715,slow shuttl good flight superb accuraci,5,0.636,0.0,0.364,Happy,39,6
6716,good,5,1.0,0.0,0.0,Happy,4,1
6717,good,4,1.0,0.0,0.0,Unhappy,4,1
6718,good,5,1.0,0.0,0.0,Happy,4,1
6719,mani time buy shuttlecock elsewher start wobbl match shuttl great singl shuttl  easili last around  match reliabl would say time deliveri flipkart,4,0.163,0.0,0.837,Unhappy,146,22
6720,nice qualiti especi indoor color one help better visibl,5,0.583,0.0,0.417,Happy,55,9
6721,nice product,5,0.737,0.0,0.263,Happy,12,2
6722,coupl shuttl speed expect overal good product,3,0.326,0.0,0.674,Unhappy,45,7
6723,nice,5,1.0,0.0,0.0,Happy,4,1
6724,amaz,5,0.0,0.0,1.0,Happy,4,1
6725,good product,4,0.744,0.0,0.256,Unhappy,12,2
6726,alway prefer choic onei like,5,0.385,0.0,0.615,Happy,28,5
6727,good qualiti slower side even outdoor,4,0.367,0.0,0.633,Unhappy,37,6
6728,excel product thank,5,0.846,0.0,0.154,Happy,19,3
6729,nyc,5,0.0,0.0,1.0,Happy,3,1
6730,product expect one satisfi deliveri order night receiv product hand  next day  seller quick deliveri,5,0.186,0.0,0.814,Happy,100,15
6731,nice,5,1.0,0.0,0.0,Happy,4,1
6732,good,2,1.0,0.0,0.0,Unhappy,4,1
6733,excel product fast deliveri wonder servic flip kart,5,0.3,0.0,0.7,Happy,51,8
6734,excel,5,1.0,0.0,0.0,Happy,5,1
6735,good,5,1.0,0.0,0.0,Happy,4,1
6736,supper,5,0.0,0.0,1.0,Happy,6,1
6737,high durabl,5,0.0,0.0,1.0,Happy,11,2
6738,superb,5,1.0,0.0,0.0,Happy,6,1
6739,better ,3,1.0,0.0,0.0,Unhappy,7,1
6740,product good qualiti proper attent given delic item transport,5,0.266,0.0,0.734,Happy,61,9
6741,good qualiti,5,0.744,0.0,0.256,Happy,12,2
6742,good productworth price,5,0.592,0.0,0.408,Happy,23,3
6743,wonder,5,0.0,0.0,1.0,Happy,6,1
6744,fine,5,1.0,0.0,0.0,Happy,4,1
6745,good product,5,0.744,0.0,0.256,Happy,12,2
6746,awesom,5,0.0,0.0,1.0,Happy,6,1
6747,origin yonex good shuttl last long flight path excel outdoor,5,0.424,0.0,0.576,Happy,60,10
6748,nice product,5,0.737,0.0,0.263,Happy,12,2
6749,fast deliveri thank fksuper origin product,5,0.333,0.0,0.667,Happy,42,6
6750,nice product,5,0.737,0.0,0.263,Happy,12,2
6751,good,5,1.0,0.0,0.0,Happy,4,1
6752,pack box good one shuttl got tear due worst pack,1,0.193,0.273,0.533,Unhappy,48,10
6753,nice product,5,0.737,0.0,0.263,Happy,12,2
6754,good product,5,0.744,0.0,0.256,Happy,12,2
6755,word simpli superb,5,0.672,0.0,0.328,Happy,18,3
6756,good,5,1.0,0.0,0.0,Happy,4,1
6757,fast shuttl,3,0.0,0.0,1.0,Unhappy,11,2
6758,good,5,1.0,0.0,0.0,Happy,4,1
6759,best shuttl thanku flippant ,5,0.583,0.0,0.417,Happy,28,4
6760,product good,2,0.744,0.0,0.256,Unhappy,12,2
6761,honest bad experi shuttl look fine  game would say intermedi level start tear,2,0.274,0.188,0.538,Unhappy,77,13
6762,happi product,5,0.0,0.0,1.0,Happy,13,2
6763,exlent super,5,0.796,0.0,0.204,Happy,12,2
6764,good,5,1.0,0.0,0.0,Happy,4,1
6765,recommend,4,1.0,0.0,0.0,Unhappy,9,1
6766,good,5,1.0,0.0,0.0,Happy,4,1
6767,best product use one month still good,5,0.587,0.0,0.413,Happy,37,7
6768,shuttl qualiti mark,5,0.0,0.0,1.0,Happy,19,3
6769,play  yrs got best shuttl,5,0.688,0.0,0.312,Happy,25,5
6770,fast shuttl play  day ok,3,0.605,0.0,0.395,Unhappy,24,5
6771,overal good time shuttl way fast play ie use order  pack month everi   month  pack shuttl issu may duplic,4,0.238,0.0,0.762,Unhappy,105,19
6772,nice cork,4,0.737,0.0,0.263,Unhappy,9,2
6773,good one,5,0.744,0.0,0.256,Happy,8,2
6774,nice product use ful,5,0.483,0.0,0.517,Happy,20,4
6775,good shuttl indoor use bunch intermedi advanc shuttler flight greencap shuttl good variat though one box anoth speedth shuttl last long time problem flight pattern chang say  game may want toss shuttl reach stageoveral good valu money plastic shuttl play somewhat similar feather last lot lon,5,0.245,0.049,0.707,Happy,292,46
6776,supper,5,0.0,0.0,1.0,Happy,6,1
6777,found genuin deliv well time,5,0.344,0.0,0.656,Happy,28,5
6778,nice,2,1.0,0.0,0.0,Unhappy,4,1
6779,ball shakesveri bad,1,0.0,0.636,0.364,Unhappy,19,3
6780,shuttl good slow broke  day one shuttl  purchas offlin go  day,2,0.197,0.19,0.612,Unhappy,62,11
6781,good,4,1.0,0.0,0.0,Unhappy,4,1
6782,origin one good qualiti,5,0.492,0.0,0.508,Happy,23,4
6783,long last good qualiti shuttl good begin,4,0.537,0.0,0.463,Unhappy,40,7
6784,good product,4,0.744,0.0,0.256,Unhappy,12,2
6785,super,4,1.0,0.0,0.0,Unhappy,5,1
6786,shuttlecock speed fast compar friend bought doubt qualiti pack,3,0.252,0.197,0.551,Unhappy,62,9
6787,product good deliveri delay bangalor citi insid itselfhmm,3,0.259,0.205,0.536,Unhappy,57,8
6788,genuin product packag wrost,4,0.0,0.0,1.0,Unhappy,27,4
6789,product much good packag good pleas improv packag sirmamthanku,5,0.453,0.0,0.547,Happy,62,9
6790,bad cheap qualiti high cost watag money,1,0.0,0.368,0.632,Unhappy,39,7
6791,good origin,5,0.744,0.0,0.256,Happy,11,2
6792,durabl mavi  shuttl cork expect level qualiti decreas pleas check revert back,3,0.0,0.0,1.0,Unhappy,77,12
6793,buy yonex onlin alway benefit cost wise complaint box bit squash due transport,5,0.333,0.12,0.546,Happy,78,13
6794,much durabl rs  awesom durabl ,5,0.0,0.0,1.0,Happy,30,5
6795,love,5,1.0,0.0,0.0,Happy,4,1
6796,best shuttl price rang one bad whole box last  day regular buyer box last minimum  daysbut mayb old stock given time  although best product price tang,2,0.241,0.1,0.659,Unhappy,150,26
6797,good stuff,5,0.744,0.0,0.256,Happy,10,2
6798,awesom,5,0.0,0.0,1.0,Happy,6,1
6799,good,4,1.0,0.0,0.0,Unhappy,4,1
6800,good product,5,0.744,0.0,0.256,Happy,12,2
6801,pack well pack protect product,3,0.61,0.0,0.39,Unhappy,30,5
6802,good one,3,0.744,0.0,0.256,Unhappy,8,2
6803,ship handl well shuttl overturn,3,0.344,0.0,0.656,Unhappy,31,5
6804,plastic cover torn slight product good,4,0.326,0.225,0.449,Unhappy,38,6
6805,good product,4,0.744,0.0,0.256,Unhappy,12,2
6806,yoogot orign product,5,0.0,0.0,1.0,Happy,20,3
6807,nice shuttl,5,0.737,0.0,0.263,Happy,11,2
6808,cannot rate high price offlin,1,0.0,0.0,1.0,Unhappy,29,5
6809,product good servic worst,4,0.322,0.456,0.222,Unhappy,25,4
6810,good shuttl close feather speed,5,0.42,0.0,0.58,Happy,31,5
6811,genuin product great deliveri time total satisfi,5,0.406,0.0,0.594,Happy,48,7
6812,super qualiti,5,0.796,0.0,0.204,Happy,13,2
6813,reciv origin product thank,5,0.455,0.0,0.545,Happy,26,4
6814,pack parsal good qualiti,5,0.492,0.0,0.508,Happy,24,4
6815,nice,5,1.0,0.0,0.0,Happy,4,1
6816,good qualiti,5,0.744,0.0,0.256,Happy,12,2
6817,great,4,1.0,0.0,0.0,Unhappy,5,1
6818,orgin mavi gd product,4,0.0,0.0,1.0,Unhappy,21,4
6819,good,3,1.0,0.0,0.0,Unhappy,4,1
6820,good product,4,0.744,0.0,0.256,Unhappy,12,2
6821,good look like old stock,2,0.643,0.0,0.357,Unhappy,24,5
6822,receiv product safe,5,0.592,0.0,0.408,Happy,19,3
6823,good one,5,0.744,0.0,0.256,Happy,8,2
6824,genuin product deliv,4,0.0,0.0,1.0,Unhappy,20,3
6825,bird head stain littl mud worri whether use one good flight qualiti,4,0.209,0.0,0.791,Unhappy,67,12
6826,origin verifi scratch code,5,0.0,0.0,1.0,Happy,26,4
6827,good qualiti,4,0.744,0.0,0.256,Unhappy,12,2
6828,nice app reliabl genuin product deliv  thank,5,0.515,0.0,0.485,Happy,44,7
6829,shuttl slow get offlin market,3,0.0,0.0,1.0,Unhappy,29,5
6830,good,5,1.0,0.0,0.0,Happy,4,1
6831,great product charg high onlin purchas near sport shop,5,0.339,0.0,0.661,Happy,54,9
6832,fantast,5,0.0,0.0,1.0,Happy,7,1
6833,impress,5,1.0,0.0,0.0,Happy,7,1
6834,good product,5,0.744,0.0,0.256,Happy,12,2
6835,good qualiti,4,0.744,0.0,0.256,Unhappy,12,2
6836,good product,4,0.744,0.0,0.256,Unhappy,12,2
6837,good fast deliveri,5,0.592,0.0,0.408,Happy,18,3
6838,good price ,5,0.744,0.0,0.256,Happy,11,2
6839,good,5,1.0,0.0,0.0,Happy,4,1
6840,fantast qualiti,5,0.0,0.0,1.0,Happy,15,2
6841,buy product flipkart shuttl box wobbl,1,0.0,0.0,1.0,Unhappy,37,6
6842,total barrel bad,1,0.0,0.636,0.364,Unhappy,16,3
6843,great cheap per market,5,0.577,0.0,0.423,Happy,22,4
6844,alway good pick,4,0.592,0.0,0.408,Unhappy,15,3
6845,nice productyou go,5,0.583,0.0,0.417,Happy,18,3
6846,good,5,1.0,0.0,0.0,Happy,4,1
6847,good product,3,0.744,0.0,0.256,Unhappy,12,2
6848,best ever reciev ever,5,0.583,0.0,0.417,Happy,21,4
6849,gud shuttl worth penni,5,0.388,0.0,0.612,Happy,22,4
6850,good less,5,0.744,0.0,0.256,Happy,9,2
6851,happi,5,0.0,0.0,1.0,Happy,5,1
6852,excel qualiti strong shuttl practic much durabl,5,0.558,0.0,0.442,Happy,47,7
6853,worst shuttl come,5,0.0,0.672,0.328,Happy,17,3
6854,good product genuin deliveri time,5,0.42,0.0,0.58,Happy,33,5
6855,excel,5,1.0,0.0,0.0,Happy,5,1
6856,nice one,4,0.737,0.0,0.263,Unhappy,8,2
6857,great,5,1.0,0.0,0.0,Happy,5,1
6858,worst standard pack product box alreadi crush one side filler protect box shuttl contain lid cheap thin almost see type lid flipkart yonex check authent product seller,1,0.08,0.176,0.743,Unhappy,167,27
6859,good product,4,0.744,0.0,0.256,Unhappy,12,2
6860,poor qualiti shuttl withstand even one hour singl game,1,0.0,0.279,0.721,Unhappy,54,9
6861, damag shuttl satisfi,3,0.0,0.0,1.0,Unhappy,21,3
6862,good,5,1.0,0.0,0.0,Happy,4,1
6863,nice,5,1.0,0.0,0.0,Happy,4,1
6864,awesom product,5,0.0,0.0,1.0,Happy,14,2
6865,bad,2,0.0,1.0,0.0,Unhappy,3,1
6866,price high local market rs  less,4,0.0,0.0,1.0,Unhappy,32,6
6867,ok seem ok,3,0.815,0.0,0.185,Unhappy,10,3
6868,genuin product,5,0.0,0.0,1.0,Happy,14,2
6869,good qualiti,5,0.744,0.0,0.256,Happy,12,2
6870,shuttl differ compar buy showroom know exact reason shuttl look like cheaper qualiti three star,3,0.152,0.0,0.848,Unhappy,95,15
6871,good condit,5,0.744,0.0,0.256,Happy,11,2
6872,good,5,1.0,0.0,0.0,Happy,4,1
6873,ok,4,1.0,0.0,0.0,Unhappy,2,1
6874,ok,4,1.0,0.0,0.0,Unhappy,2,1
6875,  shuttl defect,1,0.0,0.706,0.294,Unhappy,15,2
6876,nice,5,1.0,0.0,0.0,Happy,4,1
6877,thank,5,1.0,0.0,0.0,Happy,5,1
6878,quit well,3,0.677,0.0,0.323,Unhappy,9,2
6879,suttl good pack poor,3,0.362,0.388,0.25,Unhappy,20,4
6880,nice,5,1.0,0.0,0.0,Happy,4,1
6881,realli nice shuttl good price rang,4,0.588,0.0,0.412,Unhappy,34,6
6882,good qualiti,5,0.744,0.0,0.256,Happy,12,2
6883,nice one,5,0.737,0.0,0.263,Happy,8,2
6884,good product,5,0.744,0.0,0.256,Happy,12,2
6885,nice durableslow speed,4,0.583,0.0,0.417,Unhappy,22,3
6886,bad qualiti,1,0.0,0.778,0.222,Unhappy,11,2
6887,play badminton last  month qualiti good far believ make better shuttl come soon,5,0.451,0.0,0.549,Happy,79,13
6888,nice,5,1.0,0.0,0.0,Happy,4,1
6889,good qualiti,5,0.744,0.0,0.256,Happy,12,2
6890,good product nice,5,0.851,0.0,0.149,Happy,17,3
6891,good qualiti,4,0.744,0.0,0.256,Unhappy,12,2
6892,nice product reach earlier expect,4,0.565,0.0,0.435,Unhappy,33,5
6893,good one,5,0.744,0.0,0.256,Happy,8,2
6894,good qualiti,5,0.744,0.0,0.256,Happy,12,2
6895,good,5,1.0,0.0,0.0,Happy,4,1
6896,good product,5,0.744,0.0,0.256,Happy,12,2
6897,good,5,1.0,0.0,0.0,Happy,4,1
6898,good product thank fast deliveri,5,0.643,0.0,0.357,Happy,32,5
6899,super,5,1.0,0.0,0.0,Happy,5,1
6900,ok,3,1.0,0.0,0.0,Unhappy,2,1
6901,good,3,1.0,0.0,0.0,Unhappy,4,1
6902,good replac servic first get defect product,4,0.282,0.233,0.485,Unhappy,43,7
6903,nice good price,5,0.851,0.0,0.149,Happy,15,3
6904,good,5,1.0,0.0,0.0,Happy,4,1
6905,competit price fast deliveri,5,0.0,0.0,1.0,Happy,28,4
6906,  origin,5,0.0,0.0,1.0,Happy,8,1
6907,nice product,4,0.737,0.0,0.263,Unhappy,12,2
6908,nice,5,1.0,0.0,0.0,Happy,4,1
6909,good shuttl  thank flipkart speedi deliveri product authent n origin,5,0.435,0.0,0.565,Happy,68,10
6910,hope price remain samemavi  ogin product ,5,0.367,0.0,0.633,Happy,41,6
6911,trustabl,5,0.0,0.0,1.0,Happy,8,1
6912,bad qualiti,3,0.0,0.778,0.222,Unhappy,11,2
6913,ok nice,3,1.0,0.0,0.0,Unhappy,7,2
6914,good,5,1.0,0.0,0.0,Happy,4,1
6915,great product,5,0.804,0.0,0.196,Happy,13,2
6916,best,4,1.0,0.0,0.0,Unhappy,4,1
6917,recommend friend genuin product,4,0.74,0.0,0.26,Unhappy,31,4
6918,best qualiti,4,0.808,0.0,0.192,Unhappy,12,2
6919,best intermedi player,4,0.677,0.0,0.323,Unhappy,21,3
6920,good deal,5,0.744,0.0,0.256,Happy,9,2
6921,nice,5,1.0,0.0,0.0,Happy,4,1
6922,good product,5,0.744,0.0,0.256,Happy,12,2
6923,nice product yonex,5,0.583,0.0,0.417,Happy,18,3
6924,nice product thank flipcart deliveri,4,0.639,0.0,0.361,Unhappy,36,5
6925,prompt deliveri good packag last time wrong damag shipment made time took correct actionthank,5,0.161,0.172,0.667,Happy,93,14
6926,super,5,1.0,0.0,0.0,Happy,5,1
6927,super shuttl,4,0.796,0.0,0.204,Unhappy,12,2
6928,happi product ,5,0.0,0.0,1.0,Happy,14,2
6929,good,4,1.0,0.0,0.0,Unhappy,4,1
6930,awesom nice product,5,0.583,0.0,0.417,Happy,19,3
6931,fast servicei receiv one day,4,0.0,0.0,1.0,Unhappy,28,5
6932,deliveri done give rate,4,0.0,0.0,1.0,Unhappy,23,4
6933,nice product,5,0.737,0.0,0.263,Happy,12,2
6934,nice one,5,0.737,0.0,0.263,Happy,8,2
6935,genuin product,5,0.0,0.0,1.0,Happy,14,2
6936,good  nice product,5,0.851,0.0,0.149,Happy,18,3
6937,good qualiti,5,0.744,0.0,0.256,Happy,12,2
6938,product nicepack worst shuttl broken insid datdeliv assur daystil need work packag,5,0.0,0.419,0.581,Happy,82,12
6939,qualiti good,4,0.744,0.0,0.256,Unhappy,12,2
6940,fast deliveri nice product,5,0.483,0.0,0.517,Happy,26,4
6941,supet,5,0.0,0.0,1.0,Happy,5,1
6942,ideal good best,5,1.0,0.0,0.0,Happy,15,3
6943,good,4,1.0,0.0,0.0,Unhappy,4,1
6944,perfect one,5,0.787,0.0,0.213,Happy,11,2
6945,good product,5,0.744,0.0,0.256,Happy,12,2
6946,good say best also fell water mani time still work best,5,0.585,0.0,0.415,Happy,55,11
6947,got origin product flip cart,5,0.0,0.0,1.0,Happy,28,5
6948,thank speed dilevir,4,0.556,0.0,0.444,Unhappy,19,3
6949,nice,5,1.0,0.0,0.0,Happy,4,1
6950,good,5,1.0,0.0,0.0,Happy,4,1
6951,good,4,1.0,0.0,0.0,Unhappy,4,1
6952,excel,4,1.0,0.0,0.0,Unhappy,5,1
6953,good,5,1.0,0.0,0.0,Happy,4,1
6954,got best pricethank fk,5,0.583,0.0,0.417,Happy,22,4
6955,product describ,5,0.0,0.0,1.0,Happy,15,2
6956,nice,5,1.0,0.0,0.0,Happy,4,1
6957,super,5,1.0,0.0,0.0,Happy,5,1
6958,excel deliv product,5,0.6,0.0,0.4,Happy,19,3
6959,origin,5,0.0,0.0,1.0,Happy,6,1
6960,thank flip card best product though first shop still awesom,5,0.456,0.0,0.544,Happy,59,10
6961,best shuttl ever,5,0.677,0.0,0.323,Happy,16,3
6962,fantast origin product doubt worri go ,5,0.0,0.333,0.667,Happy,38,6
6963,great,5,1.0,0.0,0.0,Happy,5,1
6964,nice product deliv time thank flipkart,5,0.57,0.0,0.43,Happy,38,6
6965,good practic,4,0.744,0.0,0.256,Unhappy,12,2
6966,doubt univers best,5,0.545,0.325,0.13,Happy,18,3
6967,nice origin one go,5,0.483,0.0,0.517,Happy,18,4
6968,product amaz love,5,0.677,0.0,0.323,Happy,17,3
6969,good product ,5,0.744,0.0,0.256,Happy,13,2
6970,good one nice durabl,5,0.74,0.0,0.26,Happy,20,4
6971,good faster deliveri thank flipkart,4,0.643,0.0,0.357,Unhappy,35,5
6972,worth money,5,0.655,0.0,0.345,Happy,11,2
6973,receiv pack loos,1,0.0,0.0,1.0,Unhappy,16,3
6974,good,3,1.0,0.0,0.0,Unhappy,4,1
6975,genuin good qualiti go,5,0.492,0.0,0.508,Happy,22,4
6976,mani shuttl start wobbl flight second day plate,1,0.0,0.0,1.0,Unhappy,47,8
6977,good,1,1.0,0.0,0.0,Unhappy,4,1
6978,good product time deliveri love,5,0.703,0.0,0.297,Happy,31,5
6979,order  pillar one damag shuttl good,4,0.367,0.0,0.633,Unhappy,35,6
6980,good,3,1.0,0.0,0.0,Unhappy,4,1
6981,nice,5,1.0,0.0,0.0,Happy,4,1
6982,nice product,5,0.737,0.0,0.263,Happy,12,2
6983,awesom product love,5,0.677,0.0,0.323,Happy,19,3
6984,wast product ball worst pls next time good qualiti pls chang next time seller l,1,0.281,0.209,0.51,Unhappy,79,15
6985,great shuttleseven better one avail shop right,5,0.583,0.0,0.417,Happy,46,7
6986,good qualiti shuttl deliv happi purchas,5,0.367,0.0,0.633,Happy,39,6
6987,,5,0.0,0.0,0.0,Happy,0,0
6988,good,4,1.0,0.0,0.0,Unhappy,4,1
6989,valu money,3,0.0,0.0,1.0,Unhappy,10,2
6990,ship within  hour thank quick deliveri,5,0.333,0.0,0.667,Happy,38,6
6991,realli worth payingbest suit outdoor indoor well,5,0.444,0.0,0.556,Happy,48,7
6992,best one budget even though badminton novic still could feel differ shuttl productsthi similar characterist feather shuttl last much longer,5,0.181,0.0,0.819,Happy,139,20
6993,good,5,1.0,0.0,0.0,Happy,4,1
6994,super,5,1.0,0.0,0.0,Happy,5,1
6995,good,4,1.0,0.0,0.0,Unhappy,4,1
6996,nice shuttl,5,0.737,0.0,0.263,Happy,11,2
